"inquisit.version","computer.platform","startdate","starttime","subjectid","groupid","sessionid","elapsedtime","completed","lstotalearnings","totalearnings","ballooncount","total_explosions","lstotaltrialexplosions","nonexplodedballoons","totalpumpcount","lstotalpumpcount","averagepumpcount","adjustedtotalpumpcount","adjustedaveragepumpcount"
"6.6.1","mac","2023-09-07","11:33:05","R_1EYfntf3XUqfPEK","979722019","1","96075","1","/50/50/50/50/0/0/25/25/25/25","300","10","2","/0/0/0/0/1/1/0/0/0/0","8","72","/10/10/10/10/6/6/5/5/5/5","7.20","60","7.5"
"6.6.1","win","2023-09-07","13:36:26","R_2U4TndgEJJshamh","979722021","1","61569","1","/0/30/40/0/50/0/50/50/25/0","245","10","4","/1/0/0/1/0/1/0/0/0/1","6","85","/14/6/8/2/10/10/10/10/5/10","8.5","49","8.1666666666666660745"
"6.6.1","win","2023-09-07","14:36:30","R_2zSxCSbcNCwjMvq","979722022","1","66318","1","/25/0/20/40/30/0/30/25/0/30","200","10","3","/0/1/0/0/0/1/0/0/1/0","7","61","/5/6/4/8/6/8/6/5/7/6","6.10","40","5.7142857142857144126"
"6.6.1","win","2023-09-07","11:32:00","R_3p0bTRoV0tQEoT4","979722016","1","343185","1","/25/0/20/20/20/20/20/20/20/20","185","10","1","/0/1/0/0/0/0/0/0/0/0","9","43","/5/6/4/4/4/4/4/4/4/4","4.30","37","4.1111111111111107164"
"6.6.3","and","2023-09-07","13:36:32","R_2qavfrSbz8M5TVD","979722020","1","126153","1","/25/0/0/15/20/20/25/0/20/20","145","10","3","/0/1/0/0/0/0/0/1/0/0","7","42","/5/5/4/3/4/4/5/4/4/4","4.20","29","4.1428571428571432378"
"6.6.1","win","2023-09-07","14:38:50","R_1o7vIMuFXUSAeeU","979722024","1","87594","1","/0/25/40/50/0/85/60/0/0/50","310","10","4","/1/0/0/0/1/0/0/1/1/0","6","95","/6/5/8/10/20/17/12/2/5/10","9.50","62","10.3333333333333339255"
"6.6.0","win","2023-09-07","13:47:53","R_1eRD9PFRuwsbfyG","979722025","1","75956","1","/35/40/30/45/0/45/40/40/50/55","380","10","1","/0/0/0/0/1/0/0/0/0/0","9","80","/7/8/6/9/4/9/8/8/10/11","0.00","76","8.4444444444444446418"
"6.6.1","win","2023-09-07","14:49:59","R_2cuMDfEZczbKBro","979722027","1","43087","1","/20/25/0/25/15/20/20/25/0/20","170","10","2","/0/0/1/0/0/0/0/0/1/0","8","36","/4/5/1/5/3/4/4/5/1/4","3.60","34","4.25"
"6.6.1","win","2023-09-07","13:51:15","R_Uo2Ln8K9pJIhRuh","979722028","1","88248","1","/25/0/45/65/85/0/0/0/40/80","340","10","4","/0/1/0/0/0/1/1/1/0/0","6","97","/5/11/9/13/17/3/9/6/8/16","9.70","68","11.3333333333333339255"
"6.6.1","mac","2023-09-07","14:02:18","R_31iIQVBh4SNZfme","979722030","1","98094","1","/20/0/25/30/0/30/0/0/10/5","120","10","4","/0/1/0/0/1/0/1/1/0/0","6","35","/4/1/5/6/1/6/4/5/2/1","3.50","24","4"
"6.6.1","win","2023-09-07","16:01:45","R_2TKUfC3oXK0gYkJ","979722031","1","92462","1","/35/40/0/0/0/5/0/25/0/25","130","10","5","/0/0/1/1/1/0/0/0/1/0","5","43","/7/8/3/2/1/1/7/5/4/5","4.30","26","5.2000000000000001776"
"6.6.1","mac","2023-09-07","15:06:07","R_1ouU7q2kZltyrWG","979722032","1","227705","1","/20/25/50/0/50/70/0/0/50/60","325","10","3","/0/0/0/1/0/0/1/1/0/0","7","95","/4/5/10/13/10/14/14/3/10/12","9.50","65","9.2857142857142864756"
"6.6.1","win","2023-09-07","15:08:02","R_3eq8A9hVrNNuDHv","979722033","1","163575","1","/0/15/20/25/30/0/25/20/20/15","170","10","2","/1/0/0/0/0/1/0/0/0/0","8","38","/1/3/4/5/6/3/5/4/4/3","3.80","34","4.25"
"6.6.1","mac","2023-09-07","12:23:56","R_3fMIDg97Cvwq0dw","979722036","1","209225","1","/30/0/50/50/0/30/30/40/35/40","305","10","1","/0/0/0/0/1/0/0/0/0/0","9","66","/6/0/10/10/5/6/6/8/7/8","6.60","61","6.7777777777777776791"
"6.6.1","mac","2023-09-07","12:12:30","R_2R4SFS8Yd2Vyymp","979722035","1","1860972","1","/0/5/5/5/5/5/5/5/0/5","40","10","0","/0/0/0/0/0/0/0/0/0/0","10","8","/0/1/1/1/1/1/1/1/0/1","0.80","8","0.8000000000000000444"
"6.6.1","win","2023-09-07","14:25:12","R_ZxbCPwg3jYbTb6F","979722015","1","5442547","1","/40/65/50/50/75/50/70/60/75/0","535","10","1","/0/0/0/0/0/0/0/0/0/1","9","110","/8/13/10/10/15/10/14/12/15/3","11","107","11.8888888888888892836"
"6.6.1","win","2023-09-07","15:51:59","R_293MgDbUk2oeOhi","979722041","1","305238","1","/0/115/45/0/65/80/0/50/0/45","400","10","4","/0/0/0/1/0/0/1/0/1/0","6","134","/14/23/9/11/13/16/17/10/12/9","13.40","80","13,3333333333333339255"
